,pathway,gene_symbol
2794,Tryptophan metabolism,MAOB
2795,Tryptophan metabolism,SLC25A21
2796,Tryptophan metabolism,TDO2
2797,Tryptophan metabolism,TPH1
2798,Tryptophan metabolism,TPH2
2799,Tyrosine metabolism,ADH1A
2800,Tyrosine metabolism,ADH1B
2801,Tyrosine metabolism,ADH1C
2802,Tyrosine metabolism,ADH4
2803,Tyrosine metabolism,ADH5
2804,Tyrosine metabolism,ADH6
2805,Tyrosine metabolism,ADH7
2806,Tyrosine metabolism,ADHFE1
2807,Tyrosine metabolism,AKR1A1
2808,Tyrosine metabolism,ALDH1A3
2809,Tyrosine metabolism,ALDH3A1
2810,Tyrosine metabolism,ALDH3B1
2811,Tyrosine metabolism,ALDH3B2
2812,Tyrosine metabolism,AOC1
2813,Tyrosine metabolism,AOC2
2814,Tyrosine metabolism,AOC3
2815,Tyrosine metabolism,CHPF
2816,Tyrosine metabolism,CHSY1
2817,Tyrosine metabolism,CHSY3
2818,Tyrosine metabolism,COMT
2819,Tyrosine metabolism,COMTD1
2820,Tyrosine metabolism,CSGALNACT1
2821,Tyrosine metabolism,CSGALNACT2
2822,Tyrosine metabolism,DBH
2823,Tyrosine metabolism,DCT
2824,Tyrosine metabolism,DDC
2825,Tyrosine metabolism,DUOX1
2826,Tyrosine metabolism,DUOX2
2827,Tyrosine metabolism,ESD
2828,Tyrosine metabolism,FAH
2829,Tyrosine metabolism,GGT5
2830,Tyrosine metabolism,GOT1
2831,Tyrosine metabolism,GOT2
2832,Tyrosine metabolism,GPT
2833,Tyrosine metabolism,GPT2
2834,Tyrosine metabolism,GSTM2
2835,Tyrosine metabolism,GSTZ1
2836,Tyrosine metabolism,HGD
2837,Tyrosine metabolism,HPD
2838,Tyrosine metabolism,MAOA
2839,Tyrosine metabolism,MAOB
2840,Tyrosine metabolism,MOXD1
2841,Tyrosine metabolism,NQO1
2842,Tyrosine metabolism,PNMT
2843,Tyrosine metabolism,PRDX6
2844,Tyrosine metabolism,SULT1A1
2845,Tyrosine metabolism,SULT1A2
2846,Tyrosine metabolism,SULT1A3
2847,Tyrosine metabolism,SULT4A1
2848,Tyrosine metabolism,TAT
2849,Tyrosine metabolism,TH
2850,Tyrosine metabolism,TPO
2851,Tyrosine metabolism,TYR
2852,Tyrosine metabolism,TYRP1
2853,Ubiquinone synthesis,COQ2
2854,Ubiquinone synthesis,COQ3
2855,Ubiquinone synthesis,COQ5
2856,Ubiquinone synthesis,COQ6
2857,Ubiquinone synthesis,COQ7
2858,Urea cycle,ACY1
2859,Urea cycle,ACY3
2860,Urea cycle,ALDH18A1
2861,Urea cycle,ALDH4A1
2862,Urea cycle,AOC1
2863,Urea cycle,AQP9
2864,Urea cycle,ARG1
2865,Urea cycle,ARG2
2866,Urea cycle,CKB
2867,Urea cycle,CKM
2868,Urea cycle,CKMT1A
2869,Urea cycle,CKMT1B
2870,Urea cycle,CKMT2
2871,Urea cycle,CPS1
2872,Urea cycle,GAMT
2873,Urea cycle,GATM
2874,Urea cycle,NAGS
2875,Urea cycle,NIT2
2876,Urea cycle,OAT
2877,Urea cycle,ODC1
2878,Urea cycle,OTC
2879,Urea cycle,SARDH
2880,Urea cycle,SMS
2881,Urea cycle,SRM
2882,Valine leucine and isoleucine metabolism,ABAT
2883,Valine leucine and isoleucine metabolism,ACAA2
2884,Valine leucine and isoleucine metabolism,ACAD8
2885,Valine leucine and isoleucine metabolism,ACADM
2886,Valine leucine and isoleucine metabolism,ACADS
2887,Valine leucine and isoleucine metabolism,ACADSB
2888,Valine leucine and isoleucine metabolism,ACAT1
2889,Valine leucine and isoleucine metabolism,ALDH1B1
2890,Valine leucine and isoleucine metabolism,ALDH2
2891,Valine leucine and isoleucine metabolism,ALDH3A2
2892,Valine leucine and isoleucine metabolism,ALDH6A1
2893,Valine leucine and isoleucine metabolism,ALDH7A1
2894,Valine leucine and isoleucine metabolism,ALDH9A1
2895,Valine leucine and isoleucine metabolism,AUH
2896,Valine leucine and isoleucine metabolism,BCAT1
2897,Valine leucine and isoleucine metabolism,BCAT2
2898,Valine leucine and isoleucine metabolism,BCKDHA
2899,Valine leucine and isoleucine metabolism,BCKDHB
2900,Valine leucine and isoleucine metabolism,DBT
2901,Valine leucine and isoleucine metabolism,DLD
2902,Valine leucine and isoleucine metabolism,ECHS1
2903,Valine leucine and isoleucine metabolism,EHHADH
2904,Valine leucine and isoleucine metabolism,HADH
2905,Valine leucine and isoleucine metabolism,HADHA
2906,Valine leucine and isoleucine metabolism,HADHB
2907,Valine leucine and isoleucine metabolism,HIBADH
2908,Valine leucine and isoleucine metabolism,HSD17B10
2909,Valine leucine and isoleucine metabolism,IVD
2910,Valine leucine and isoleucine metabolism,LDHA
2911,Valine leucine and isoleucine metabolism,LDHAL6A
2912,Valine leucine and isoleucine metabolism,LDHAL6B
2913,Valine leucine and isoleucine metabolism,LDHB
2914,Valine leucine and isoleucine metabolism,LDHC
2915,Valine leucine and isoleucine metabolism,MCCC1
2916,Valine leucine and isoleucine metabolism,MCCC2
2917,Valine leucine and isoleucine metabolism,MCEE
2918,Valine leucine and isoleucine metabolism,MLYCD
2919,Valine leucine and isoleucine metabolism,MUT
2920,Valine leucine and isoleucine metabolism,OXCT1
2921,Valine leucine and isoleucine metabolism,OXCT2
2922,Valine leucine and isoleucine metabolism,UEVLD
2923,Vitamin A metabolism,ADH1A
2924,Vitamin A metabolism,ADH1B
2925,Vitamin A metabolism,ADH1C
2926,Vitamin A metabolism,ADH4
2927,Vitamin A metabolism,ADH5
2928,Vitamin A metabolism,ADH6
2929,Vitamin A metabolism,ADH7
2930,Vitamin A metabolism,ADHFE1
2931,Vitamin A metabolism,ALDH1A1
2932,Vitamin A metabolism,ALDH1A2
2933,Vitamin A metabolism,BCO1
2934,Vitamin A metabolism,DHRS3
2935,Vitamin A metabolism,DHRS9
2936,Vitamin A metabolism,GSTM1
2937,Vitamin A metabolism,HSD17B6
2938,Vitamin A metabolism,LRAT
2939,Vitamin A metabolism,PNPLA4
2940,Vitamin A metabolism,RDH10
2941,Vitamin A metabolism,RDH11
2942,Vitamin A metabolism,RDH12
2943,Vitamin A metabolism,RDH13
2944,Vitamin A metabolism,RDH14
2945,Vitamin A metabolism,RDH16
2946,Vitamin A metabolism,RDH5
2947,Vitamin A metabolism,RDH8
2948,Vitamin A metabolism,SDR16C5
2949,Vitamin A metabolism,UGT1A1
2950,Vitamin A metabolism,UGT1A10
2951,Vitamin A metabolism,UGT1A3
2952,Vitamin A metabolism,UGT1A4
2953,Vitamin A metabolism,UGT1A5
2954,Vitamin A metabolism,UGT1A6
2955,Vitamin A metabolism,UGT1A7
2956,Vitamin A metabolism,UGT1A8
2957,Vitamin A metabolism,UGT1A9
2958,Vitamin A metabolism,UGT2B10
2959,Vitamin A metabolism,UGT2B11
2960,Vitamin A metabolism,UGT2B15
2961,Vitamin A metabolism,UGT2B17
2962,Vitamin A metabolism,UGT2B28
2963,Vitamin A metabolism,UGT2B4
2964,Vitamin B2 metabolism,ACP1
2965,Vitamin B2 metabolism,ACP5
2966,Vitamin B2 metabolism,ACP6
2967,Vitamin B2 metabolism,ACPP
2968,Vitamin B2 metabolism,BLVRB
2969,Vitamin B2 metabolism,ENPP1
2970,Vitamin B2 metabolism,ENPP3
2971,Vitamin B2 metabolism,FLAD1
2972,Vitamin B2 metabolism,HEPH
2973,Vitamin B2 metabolism,RFK
2974,Vitamin B6 metabolism,AOX1
2975,Vitamin B6 metabolism,PDXK
2976,Vitamin B6 metabolism,PDXP
2977,Vitamin B6 metabolism,PNPO
2978,Vitamin C metabolism,ALDH1A1
2979,Vitamin C metabolism,ALDH1A2
2980,Vitamin C metabolism,ALDH1A3
2981,Vitamin C metabolism,ALDH3A1
2982,Vitamin C metabolism,ALDH3A2
2983,Vitamin C metabolism,ALDH3B1
2984,Vitamin C metabolism,ALDH3B2
2985,Vitamin C metabolism,ALDH9A1
2986,Vitamin C metabolism,GLRX
2987,Vitamin C metabolism,GLRX2
2988,Vitamin D metabolism,CYP24A1
2989,Vitamin D metabolism,CYP27B1
